estado,municipio,cp,asentamiento,tipo
"Ciudad de México",Xochimilco,16080,"Barrio San Diego",Barrio
"Ciudad de México",Xochimilco,16080,"Barrio San Esteban",Barrio
"Ciudad de México",Xochimilco,16090,"Barrio San Pedro",Barrio
"Ciudad de México",Xochimilco,16090,"Barrio Xaltocan",Barrio
"Ciudad de México",Xochimilco,16090,Caltongo,Campamento
"Ciudad de México",Xochimilco,16090,"Tablas de San Lorenzo",Colonia
"Ciudad de México",Xochimilco,16095,"Delegación Política Xochimilco","Gran usuario"
"Ciudad de México",Xochimilco,16098,"Los Geranios",Fraccionamiento
"Ciudad de México",Xochimilco,16099,"Nativitas INFONAVIT","Unidad habitacional"
"Ciudad de México",Xochimilco,16100,"Santa Cruz Xochitepec",Pueblo
"Ciudad de México",Xochimilco,16105,"Rinconada San Pablo",Fraccionamiento
"Ciudad de México",Xochimilco,16200,"Santiago Tepalcatlalpan",Pueblo
"Ciudad de México",Xochimilco,16210,"La Concha",Colonia
"Ciudad de México",Xochimilco,16220,"San José Zacatepec",Campamento
"Ciudad de México",Xochimilco,16240,"Tlaxopan  2a Sección",Campamento
"Ciudad de México",Xochimilco,16240,"Tlaxopan 1a Sección",Campamento
"Ciudad de México",Xochimilco,16244,"Tlaxopan Norte",Campamento
"Ciudad de México",Xochimilco,16247,"Paraje Tlalatlaco",Campamento
"Ciudad de México",Xochimilco,16248,Ocotitla,Campamento
"Ciudad de México",Xochimilco,16300,"San Lucas Xochimanca",Pueblo
"Ciudad de México",Xochimilco,16310,"La Cañada",Colonia
"Ciudad de México",Xochimilco,16320,"San Lucas Oriente",Colonia
"Ciudad de México",Xochimilco,16330,"Loreto y Peña Pobre","Unidad habitacional"
"Ciudad de México",Xochimilco,16340,Texmic,Colonia
"Ciudad de México",Xochimilco,16400,"San Lorenzo Atemoaya",Pueblo
"Ciudad de México",Xochimilco,16410,"Lomas de Tonalco",Colonia
"Ciudad de México",Xochimilco,16420,"San Jerónimo",Colonia
"Ciudad de México",Xochimilco,16428,"El Jazmín",Colonia
"Ciudad de México",Xochimilco,16429,"Rancho Tejomulco",Colonia
"Ciudad de México",Xochimilco,16430,Xochipilli,Colonia
"Ciudad de México",Xochimilco,16440,"Año de Juárez",Colonia
"Ciudad de México",Xochimilco,16443,"Barrio Pocitos",Barrio
"Ciudad de México",Xochimilco,16450,"Santa María Nativitas",Pueblo
"Ciudad de México",Xochimilco,16457,"Lomas de Nativitas",Colonia
"Ciudad de México",Xochimilco,16459,"Ampliación Nativitas",Colonia
"Ciudad de México",Xochimilco,16500,"Santa Cruz Acalpixca",Pueblo
"Ciudad de México",Xochimilco,16510,Tecacalanco,Campamento
"Ciudad de México",Xochimilco,16513,"Barrio Apatlaco",Barrio
"Ciudad de México",Xochimilco,16513,"Barrio del Puente",Barrio
"Ciudad de México",Xochimilco,16514,"Barrio Calpulco",Barrio
"Ciudad de México",Xochimilco,16514,"Barrio La Gallera",Barrio
"Ciudad de México",Xochimilco,16514,"Barrio Tetitla",Barrio
"Ciudad de México",Xochimilco,16514,"Tetitla la Gallera",Campamento
"Ciudad de México",Xochimilco,16515,"San José Obrero",Campamento
"Ciudad de México",Xochimilco,16520,"Barrio La Planta",Barrio
"Ciudad de México",Xochimilco,16520,Tiziclipa,Campamento
"Ciudad de México",Xochimilco,16530,"Barrio Las Cruces",Barrio
"Ciudad de México",Xochimilco,16530,"Barrio Las Flores",Barrio
"Ciudad de México",Xochimilco,16533,"Barrio Ahualapa",Barrio
"Ciudad de México",Xochimilco,16550,Tototitla,Campamento
"Ciudad de México",Xochimilco,16550,"Valle de Santa María",Colonia
"Ciudad de México",Xochimilco,16600,"San Gregorio Atlapulco",Pueblo
"Ciudad de México",Xochimilco,16604,"Barrio San Andrés",Barrio
"Ciudad de México",Xochimilco,16605,"Barrio Los Reyes",Barrio
"Ciudad de México",Xochimilco,16606,"Barrio 3 de Mayo",Barrio
"Ciudad de México",Xochimilco,16607,"Barrio San Antonio",Barrio
"Ciudad de México",Xochimilco,16609,"Barrio La Candelaria",Barrio
"Ciudad de México",Xochimilco,16610,"San Luis Tlaxialtemalco",Pueblo
"Ciudad de México",Xochimilco,16614,"Barrio Niños Héroes",Barrio
"Ciudad de México",Xochimilco,16615,"Barrio La Asunción",Barrio
"Ciudad de México",Xochimilco,16616,"Barrio Santa Cecilia",Barrio
"Ciudad de México",Xochimilco,16617,"Barrio San Sebastián",Barrio
"Ciudad de México",Xochimilco,16620,"Barrio San José",Barrio
"Ciudad de México",Xochimilco,16629,"Barrio La Guadalupana",Barrio
"Ciudad de México",Xochimilco,16629,"Barrio San Juan",Barrio
"Ciudad de México",Xochimilco,16630,"Barrio San Juan Moyotepec",Barrio
"Ciudad de México",Xochimilco,16640,"Barrio San Juan Minas",Barrio
"Ciudad de México",Xochimilco,16710,"Quirino Mendoza",Colonia
"Ciudad de México",Xochimilco,16720,"Del Carmen",Colonia
"Ciudad de México",Xochimilco,16739,"San Isidro",Colonia
"Ciudad de México",Xochimilco,16740,Guadalupita,Colonia
"Ciudad de México",Xochimilco,16749,"Las Animas",Colonia
"Ciudad de México",Xochimilco,16750,"Barrio Calyequita",Barrio
"Ciudad de México",Xochimilco,16770,"San Felipe",Colonia
"Ciudad de México",Xochimilco,16776,"El Mirador",Colonia
"Ciudad de México",Xochimilco,16776,Santiaguito,Colonia
"Ciudad de México",Xochimilco,16776,Tecoloxtitla,Campamento
"Ciudad de México",Xochimilco,16780,"Cerrillos Primera Sección",Colonia
"Ciudad de México",Xochimilco,16780,"Cerrillos Segunda Sección",Colonia
"Ciudad de México",Xochimilco,16780,"Cerrillos Tercera Sección",Colonia
"Ciudad de México",Xochimilco,16780,"Cristo Rey",Colonia
"Ciudad de México",Xochimilco,16780,"El Sacrificio",Colonia
"Ciudad de México",Xochimilco,16780,"San Francisco Chiquimola",Campamento
"Ciudad de México",Xochimilco,16797,Nativitas,Colonia
"Ciudad de México",Xochimilco,16799,"Las Mesitas",Colonia
"Ciudad de México",Xochimilco,16800,"San Mateo Xalpa",Pueblo
"Ciudad de México",Xochimilco,16808,"El Arenal",Campamento
"Ciudad de México",Xochimilco,16809,"Reclusorio Sur","Gran usuario"
"Ciudad de México",Xochimilco,16810,"Cerro Grande",Campamento
"Ciudad de México",Xochimilco,16810,"El Mirador 2a Sección",Campamento
"Ciudad de México",Xochimilco,16810,"Nueva Tenochtitlán",Campamento
"Ciudad de México",Xochimilco,16810,"Rosario Tlali",Colonia
"Ciudad de México",Xochimilco,16810,"San Andrés Ahuayucan",Pueblo
"Ciudad de México",Xochimilco,16810,"Santa Inés",Colonia
"Ciudad de México",Xochimilco,16810,"Santa Inés",Campamento
"Ciudad de México",Xochimilco,16813,"Barrio El Calvario",Barrio
"Ciudad de México",Xochimilco,16819,Axcallote,Campamento
"Ciudad de México",Xochimilco,16819,Tetlatilco,Campamento
"Ciudad de México",Xochimilco,16840,"Santa Cruz Chavarrieta",Colonia
"Ciudad de México",Xochimilco,16840,Tlaltepetla,Campamento
"Ciudad de México",Xochimilco,16850,Atocle,Campamento
"Ciudad de México",Xochimilco,16850,"Barrio Chapultepec",Barrio
"Ciudad de México",Xochimilco,16860,"Santa Cruz de Guadalupe",Colonia
"Ciudad de México",Xochimilco,16866,Tecalipa,Campamento
"Ciudad de México",Xochimilco,16869,"San Juan de los Lagos",Campamento
"Ciudad de México",Xochimilco,16870,"El Cedral",Campamento
"Ciudad de México",Xochimilco,16880,"El Capulín",Campamento
"Ciudad de México",Xochimilco,16880,"La Herradura Hueytepec",Campamento
"Ciudad de México",Xochimilco,16880,"Santa Cecilia Tepetlapa",Pueblo
"Ciudad de México",Xochimilco,16888,"El Teoca",Campamento
"Ciudad de México",Xochimilco,16888,"Paraje Tlachiultepec",Campamento
"Ciudad de México",Xochimilco,16888,"Rinconada del Teoca",Campamento
"Ciudad de México",Xochimilco,16889,"Villa San Isidro",Campamento
"Ciudad de México",Xochimilco,16900,"San Francisco Tlalnepantla",Pueblo
"Ciudad de México",Xochimilco,16908,"Los Capulines",Campamento
"Ciudad de México",Xochimilco,16909,"Club Monte Sur",Campamento
"Ciudad de México",Xochimilco,16910,"Pedregal de San Francisco",Campamento
México,"Acambay de Ruíz Castañeda",50300,"Acambay Centro",Colonia
México,"Acambay de Ruíz Castañeda",50300,"El Triangulo",Colonia
México,"Acambay de Ruíz Castañeda",50300,"Peñasco de Dios",Colonia
México,"Acambay de Ruíz Castañeda",50303,Constituyentes,Colonia
México,"Acambay de Ruíz Castañeda",50303,"Manuel Hinojosa",Barrio
México,"Acambay de Ruíz Castañeda",50304,"Los Pinos",Colonia
México,"Acambay de Ruíz Castañeda",50305,Independencia,Colonia
México,"Acambay de Ruíz Castañeda",50305,"La Camelia",Colonia
México,"Acambay de Ruíz Castañeda",50305,"Niños Héroes",Colonia
México,"Acambay de Ruíz Castañeda",50306,"El Nogal",Colonia
México,"Acambay de Ruíz Castañeda",50306,Revolución,Colonia
México,"Acambay de Ruíz Castañeda",50306,"Valle de los Espejos",Colonia
México,"Acambay de Ruíz Castañeda",50310,Botidi,Pueblo
México,"Acambay de Ruíz Castañeda",50310,"Dongu Barrio Dos",Barrio
México,"Acambay de Ruíz Castañeda",50310,Esdoca,Pueblo
México,"Acambay de Ruíz Castañeda",50310,Huamango,Pueblo
México,"Acambay de Ruíz Castañeda",50310,"La Cumbre",Ranchería
México,"Acambay de Ruíz Castañeda",50313,Dateje,Pueblo
México,"Acambay de Ruíz Castañeda",50313,Ganzda,Pueblo
México,"Acambay de Ruíz Castañeda",50313,"Hacienda Toto",Pueblo
México,"Acambay de Ruíz Castañeda",50313,"Loma Linda",Pueblo
México,"Acambay de Ruíz Castañeda",50314,Barrancas,Pueblo
México,"Acambay de Ruíz Castañeda",50314,Bovini,Pueblo
México,"Acambay de Ruíz Castañeda",50314,Buenavista,Pueblo
México,"Acambay de Ruíz Castañeda",50314,"La Huerta",Pueblo
México,"Acambay de Ruíz Castañeda",50314,"Las Golondrinas",Pueblo
México,"Acambay de Ruíz Castañeda",50314,"Las Palomas",Ranchería
México,"Acambay de Ruíz Castañeda",50315,"Las Arenas",Pueblo
México,"Acambay de Ruíz Castañeda",50315,"Las Trojes",Pueblo
México,"Acambay de Ruíz Castañeda",50315,"Los Pilares",Pueblo
México,"Acambay de Ruíz Castañeda",50315,"Mado Sector II",Pueblo
México,"Acambay de Ruíz Castañeda",50315,"Santa María las Arenas",Ranchería
México,"Acambay de Ruíz Castañeda",50315,"Santa María las Arenas Dos",Ranchería
México,"Acambay de Ruíz Castañeda",50320,Endeje,Pueblo
México,"Acambay de Ruíz Castañeda",50320,"Parque del Oso Bueno",Pueblo
México,"Acambay de Ruíz Castañeda",50323,"Boshi Grande",Pueblo
México,"Acambay de Ruíz Castañeda",50324,"La Manga",Pueblo
México,"Acambay de Ruíz Castañeda",50324,"Mado Sector I",Pueblo
México,"Acambay de Ruíz Castañeda",50324,"San Antonio las Palmas",Pueblo
México,"Acambay de Ruíz Castañeda",50325,"La Venta",Ranchería
México,"Acambay de Ruíz Castañeda",50325,"La Venta (Barrio la Venta)",Ranchería
México,"Acambay de Ruíz Castañeda",50325,Lucero,Ranchería
México,"Acambay de Ruíz Castañeda",50325,"San Juanico Sector I",Pueblo
México,"Acambay de Ruíz Castañeda",50325,"San Juanico Sector II",Pueblo
México,"Acambay de Ruíz Castañeda",50325,"San Nicolás Acambay",Pueblo
México,"Acambay de Ruíz Castañeda",50326,"Boshi Chiquito",Pueblo
México,"Acambay de Ruíz Castañeda",50326,"La Caridad",Pueblo
México,"Acambay de Ruíz Castañeda",50326,"San Ildefonso Yolotepec",Pueblo
México,"Acambay de Ruíz Castañeda",50330,"San Pedro de los Metates",Pueblo
México,"Acambay de Ruíz Castañeda",50333,"Agua Limpia",Pueblo
México,"Acambay de Ruíz Castañeda",50333,Boxindo,Pueblo
México,"Acambay de Ruíz Castañeda",50333,Deshpe,Pueblo
México,"Acambay de Ruíz Castañeda",50333,Hondiga,Pueblo
México,"Acambay de Ruíz Castañeda",50333,Pathé,Pueblo
México,"Acambay de Ruíz Castañeda",50334,"El Medrano",Ranchería
México,"Acambay de Ruíz Castañeda",50335,Chanteje,Pueblo
México,"Acambay de Ruíz Castañeda",50335,"La Estancia Sector I",Pueblo
México,"Acambay de Ruíz Castañeda",50335,"La Estancia Sector II",Pueblo
México,"Acambay de Ruíz Castañeda",50335,"Las Chivas",Ranchería
México,"Acambay de Ruíz Castañeda",50336,"La Laguna",Pueblo
México,"Acambay de Ruíz Castañeda",50336,"Loma de San Ángel",Pueblo
México,"Acambay de Ruíz Castañeda",50336,"San José Bocto",Pueblo
México,"Acambay de Ruíz Castañeda",50337,"La Esperanza",Pueblo
México,"Acambay de Ruíz Castañeda",50337,"La Soledad",Pueblo
México,"Acambay de Ruíz Castañeda",50337,"Pueblo Nuevo",Pueblo
México,"Acambay de Ruíz Castañeda",50340,"Cerrito Tixmadeje",Pueblo
México,"Acambay de Ruíz Castañeda",50340,Guadalupe,Barrio
México,"Acambay de Ruíz Castañeda",50343,Candeje,Barrio
México,"Acambay de Ruíz Castañeda",50343,"Doxteje Barrio Dos",Barrio
México,"Acambay de Ruíz Castañeda",50343,"Doxteje Barrio Primero",Barrio
México,"Acambay de Ruíz Castañeda",50343,"Doxteje Centro",Pueblo
México,"Acambay de Ruíz Castañeda",50343,"El Pedregal Tixmadeje",Ranchería
México,"Acambay de Ruíz Castañeda",50343,"La Providencia Doxteje",Ranchería
México,"Acambay de Ruíz Castañeda",50343,"Tixmadeje Chiquito",Pueblo
México,"Acambay de Ruíz Castañeda",50343,"Tixmadeje Grande (Santa María Tixmadeje)",Pueblo
México,"Acambay de Ruíz Castañeda",50343,"Tixmadeje Grande Barrio Dos",Pueblo
México,"Acambay de Ruíz Castañeda",50344,Detiña,Ejido
México,"Acambay de Ruíz Castañeda",50344,"El Ermitaño",Pueblo
México,"Acambay de Ruíz Castañeda",50344,"La Florida",Pueblo
México,"Acambay de Ruíz Castañeda",50344,"La Palma",Pueblo
México,"Acambay de Ruíz Castañeda",50344,Tixmadeje,Ejido
México,"Acambay de Ruíz Castañeda",50345,"Detiña (San Antonio Detiña)",Pueblo
México,"Acambay de Ruíz Castañeda",50345,Dongu,Pueblo
México,"Acambay de Ruíz Castañeda",50345,"Dongu Barrio Uno",Barrio
México,"Acambay de Ruíz Castañeda",50345,"Dongú Puerto",Ranchería
México,"Acambay de Ruíz Castañeda",50350,Boti,Ranchería
México,"Acambay de Ruíz Castañeda",50350,"La Nopalera",Barrio
México,"Acambay de Ruíz Castañeda",50350,"Los Sauces",Pueblo
México,"Acambay de Ruíz Castañeda",50350,"Rincón de Juando",Ranchería
México,"Acambay de Ruíz Castañeda",50353,"Cañada del Gallo",Pueblo
México,"Acambay de Ruíz Castañeda",50353,"Cruz Colorada",Pueblo
México,"Acambay de Ruíz Castañeda",50353,"Loma de Enmedio",Ranchería
México,"Acambay de Ruíz Castañeda",50353,Puentecillas,Pueblo
México,"Acambay de Ruíz Castañeda",50354,Conejeras,Pueblo
México,"Acambay de Ruíz Castañeda",50354,"La Teresa",Pueblo
México,"Acambay de Ruíz Castañeda",50354,Muyteje,Pueblo
México,"Acambay de Ruíz Castañeda",50355,"El Capulín la Loma",Barrio
México,"Acambay de Ruíz Castañeda",50355,"La Loma",Colonia
México,"Acambay de Ruíz Castañeda",50355,"San Agustín la Loma",Ranchería
México,"Acambay de Ruíz Castañeda",50356,Gandó,Pueblo
México,"Acambay de Ruíz Castañeda",50356,"Las Mangas",Pueblo
México,"Acambay de Ruíz Castañeda",50356,"Los Toriles",Pueblo
México,"Acambay de Ruíz Castañeda",50357,Agostadero,Pueblo
México,"Acambay de Ruíz Castañeda",50357,Juando,Pueblo
México,"Acambay de Ruíz Castañeda",50357,"Loma del Fresno",Ranchería
México,"Acambay de Ruíz Castañeda",50357,"Los Charcos",Pueblo
México,"Acambay de Ruíz Castañeda",50357,"San Francisco",Ejido
México,"Acambay de Ruíz Castañeda",50357,"San Francisco Shaxni",Pueblo
México,Acolman,55870,"El Calvario",Ejido
México,Acolman,55870,"La Virgen","Unidad habitacional"
México,Acolman,55870,"Los Pinos","Unidad habitacional"
México,Acolman,55870,"San Agustín Acolman de Nezahualcoyotl",Colonia
México,Acolman,55870,Tenango,Pueblo
México,Acolman,55873,"Santa María y Potreritos (La Represa)",Ejido
México,Acolman,55874,"Granjas Familiares Acolman",Pueblo
México,Acolman,55874,"Lomas de Santa Catarina",Colonia
México,Acolman,55875,"Emiliano Zapata",Pueblo
México,Acolman,55875,"La Gitana","Unidad habitacional"
México,Acolman,55875,"Santa Catarina",Pueblo
México,Acolman,55876,"Ampliación Santa Catarina",Colonia
México,Acolman,55877,"Besana de Santa Catarina y Tepango",Colonia
México,Acolman,55878,"San Bartolo el Chico",Colonia
México,Acolman,55878,"Santa María Acolman",Pueblo
México,Acolman,55880,"Los Reyes",Colonia
México,Acolman,55880,"San Bartolo",Pueblo
México,Acolman,55880,"San José",Colonia
México,Acolman,55880,"San Juanico",Pueblo
México,Acolman,55882,"Ampliación Lázaro Cárdenas",Colonia
México,Acolman,55882,"Ampliación los Angeles",Colonia
México,Acolman,55882,"Lázaro Cárdenas",Colonia
México,Acolman,55882,"Los Angeles",Colonia
México,Acolman,55882,"Paraje el Faro",Colonia
México,Acolman,55882,"Radiofaro Totolcingo",Colonia
México,Acolman,55883,"Geovillas de Terranova 1a Sección",Fraccionamiento
México,Acolman,55883,"Geovillas de Terranova 2a Sección",Fraccionamiento
México,Acolman,55883,"Laguna de Chiconautla",Colonia
México,Acolman,55883,"Las Brisas",Colonia
México,Acolman,55883,"Real del Valle 1a Seccion",Fraccionamiento
México,Acolman,55883,"Real del Valle 2a Sección",Fraccionamiento
México,Acolman,55884,"Anáhuac 1a Secc",Colonia
México,Acolman,55884,"Anáhuac 2a Secc",Colonia
México,Acolman,55884,"El Olivo",Colonia
México,Acolman,55884,"La Cazuela Tepexpan (Santa María Magdalena)",Ejido
México,Acolman,55884,"La Era",Colonia
México,Acolman,55884,"Las Cazuelas",Colonia
México,Acolman,55884,"Plan de Guadalupe",Colonia
México,Acolman,55884,"San Miguel Totolcingo",Pueblo
México,Acolman,55884,"Santa Cruz",Colonia
México,Acolman,55884,Totolzingo,Ejido
México,Acolman,55885,Chimalpa,Colonia
México,Acolman,55885,"El Potrero",Colonia
México,Acolman,55885,"La Lagunilla","Unidad habitacional"
México,Acolman,55885,"La Lola","Unidad habitacional"
México,Acolman,55885,"Los Reyes",Barrio
México,Acolman,55885,"Misión San Agustín","Conjunto habitaciona"
México,Acolman,55885,"San Luis Grande",Ejido
México,Acolman,55885,"San Martín (ESTUNAM)","Unidad habitacional"
México,Acolman,55885,STUNAM,Fraccionamiento
México,Acolman,55885,Tepexpan,Pueblo
México,Acolman,55886,"Benito Juárez",Colonia
México,Acolman,55886,Cuanalan,Pueblo
México,Acolman,55886,"Loma Bonita",Colonia
México,Acolman,55886,"Santa María de Guadalupe",Colonia
México,Acolman,55886,Tetexcala,Colonia
México,Acolman,55887,"San Marcos Nepantla",Pueblo
México,Acolman,55888,Guerrero,Colonia
México,Acolman,55888,Pirules,Colonia
México,Acolman,55888,"Prados San Juan",Colonia
México,Acolman,55890,Ahuaxtla,Colonia
México,Acolman,55890,"Ampliación San Mateo Chipiltepec",Colonia
México,Acolman,55890,"Loma Linda",Colonia
México,Acolman,55890,Pilares,Colonia
México,Acolman,55890,"San Mateo Chipiltepec",Pueblo
México,Acolman,55893,"San Mateo (Pasando la Vía)",Ejido
México,Acolman,55894,"El Ranchito",Colonia
México,Acolman,55894,"San Pedro Tepetitlán",Pueblo
México,Acolman,55895,"1ro de Octubre",Colonia
México,Acolman,55895,"La Concepción",Colonia
México,Acolman,55895,"Quinta las Flores",Colonia
México,Acolman,55895,"San Lucas Tepango",Pueblo
México,Acolman,55895,"San Miguel Xometla",Pueblo
México,Acolman,55899,"San Francisco Zacango",Pueblo
México,Aculco,50360,"Aculco de Espinoza",Pueblo
México,Aculco,50360,"Centro Urbano",Colonia
México,Aculco,50370,Encinillas,Ejido
México,Aculco,50370,"Gunyo Oriente",Pueblo
México,Aculco,50370,Jurica,Pueblo
México,Aculco,50370,"La Esperanza",Ejido
México,Aculco,50370,"Las Lajas",Ranchería
México,Aculco,50370,"San Francisquito",Ejido
México,Aculco,50370,"Santa Ana Matlavat",Pueblo
México,Aculco,50370,"Santa María Nativitas Segundo Cuartel","Poblado comunal"
México,Aculco,50370,Taxtho,Ejido
México,Aculco,50373,"Arroyo Zarco",Pueblo
México,Aculco,50373,"Arroyo Zarco",Ejido
México,Aculco,50373,"El Rosal",Pueblo
México,Aculco,50373,"Presa el Molino",Finca
México,Aculco,50373,"San Antonio Arroyo Zarco",Ranchería
